zone,datetime,createdAt,updatedAt,value,unit,source,isEstimated,estimationMethod
VN,2025-01-01 11:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,28407.476336973894,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 12:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:32.968Z,23331.931408803095,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 13:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:14.046Z,33719.725531824115,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 14:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:36.535Z,30798.113574216128,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 15:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,30929.13290359557,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 16:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,25677.84704840304,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 17:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,24181.476583322783,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 18:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,31841.622914166208,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 19:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,28517.273598694137,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 20:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:32.968Z,29266.337473346284,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 21:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:36.535Z,25320.127488248916,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 22:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,20993.180277289615,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-01 23:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,27302.953484602036,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 00:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:36.535Z,21781.483648449812,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 01:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,31995.26359833742,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 02:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:36.535Z,27522.976681679236,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 03:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:14.046Z,41782.77432176317,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 04:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,34284.517389807486,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 05:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,34160.67905300194,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 06:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,35260.799441441806,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 07:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,41723.73007847918,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 08:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:36.535Z,37349.613688514626,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 09:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:32.968Z,31501.911878563114,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 10:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:36.535Z,29403.553816659227,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 11:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:36.535Z,32543.753141726007,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 12:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:14.046Z,33471.264997650906,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 13:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,30114.585660632627,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 14:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:32.968Z,36328.37332789204,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 15:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:36.535Z,34398.04051387125,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 16:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:36.535Z,25829.073199501687,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 17:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:23.878Z,23227.74058776888,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 18:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,21581.677425280493,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 19:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,28116.97310593839,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 20:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,27139.480724095145,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 21:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:46.189Z,24049.20412120111,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 22:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:46.189Z,30003.635549670213,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-02 23:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,30561.38211905262,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 00:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,33474.885341489615,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 01:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,33977.15396351327,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 02:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:42.859Z,33178.91295004947,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 03:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,26706.252342417367,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 04:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:23.878Z,29648.643074308562,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 05:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:42.859Z,34817.922549807234,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 06:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:42.859Z,29833.195619632283,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 07:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:42.859Z,36167.619935574425,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 08:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:23.878Z,32043.222200400232,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 09:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:42.859Z,32783.89680083507,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 10:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,26307.613760070275,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 11:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:46.189Z,27021.999854837784,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 12:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,35576.73124855355,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 13:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:42.859Z,28833.34253077484,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 14:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:42.859Z,32016.46926802788,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 15:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,35043.45873020967,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 16:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,35150.72517372594,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 17:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,32540.453006745945,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 18:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,27859.900153038732,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 19:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:23.878Z,29148.57900605998,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 20:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:42.859Z,23309.637034212123,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 21:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:46.189Z,19111.60078743075,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 22:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,23240.180741651162,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-03 23:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:42.859Z,29873.809483942863,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 00:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,22351.90665279764,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 01:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,31071.387796092604,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 02:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:46.189Z,29563.072896510246,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 03:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,31482.61879452003,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 04:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:42.859Z,27112.403713292704,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 05:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:23.878Z,24825.26008789617,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 06:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,26129.872454727265,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 07:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:23.878Z,38101.161315036836,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 08:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:42.859Z,26273.100264345117,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 09:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:23.878Z,31745.435011839123,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 10:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,30839.679189399725,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 11:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,30378.287832560054,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 12:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:49.278Z,23583.33376049085,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 13:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:49.278Z,29091.821123075595,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 14:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,24943.963556207273,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 15:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:49.278Z,28630.482808915185,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 16:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,26484.744769658642,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 17:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,23286.561049897522,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 18:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,25899.614847981837,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 19:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,18321.492588800327,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 20:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:49.278Z,20638.739470008717,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 21:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,17966.59004181488,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 22:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,21242.419083142184,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-04 23:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,18762.210251578465,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 00:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,22437.335553062247,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 01:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:52.543Z,26185.16719730315,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 02:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,32887.320681885336,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 03:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,31285.381169587254,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 04:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,37067.64436949879,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 05:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,37889.75104048016,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 06:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:52.543Z,36284.94193033122,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 07:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,39233.92958142376,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 08:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,33777.66413187648,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 09:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,27914.862233218966,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 10:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,28180.435539490994,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 11:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,31174.19586412081,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 12:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,35170.75817906527,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 13:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,29190.25033172373,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 14:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,21810.405960301778,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 15:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:49.278Z,27043.355849294487,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 16:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,22433.05686754657,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 17:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,25846.920936344228,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 18:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,25932.810180366323,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 19:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:52.543Z,21513.48888265193,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 20:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:07:30.198Z,17962.264420974876,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 21:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,28657.780407273418,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 22:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:07:30.198Z,22986.24747257848,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-05 23:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:52.543Z,20282.89183627203,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-06 00:00:00+00:00,2025-06-19T14:36:15.406Z,2025-10-01T17:06:52.543Z,23500.96836565374,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-06 01:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:49.278Z,31286.074013041492,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
VN,2025-01-06 02:00:00+00:00,2025-06-19T14:35:47.033Z,2025-10-01T17:06:55.458Z,30735.944680146,MW,ESTIMATED_GENERAL_PURPOSE_ZONE_MODEL,True,SANDBOX_MODE_DATA
